Timestamps,Type,Mean
01/02/2020,SDG-Mean,0.421952147
02/02/2020,SDG-Mean,0.42012005
03/02/2020,SDG-Mean,0.419689961
04/02/2020,SDG-Mean,0.421155012
05/02/2020,SDG-Mean,0.421322455
06/02/2020,SDG-Mean,0.421790388
07/02/2020,SDG-Mean,0.419121563
08/02/2020,SDG-Mean,0.415113469
09/02/2020,SDG-Mean,0.413113842
10/02/2020,SDG-Mean,0.411013209
11/02/2020,SDG-Mean,0.411778222
12/02/2020,SDG-Mean,0.411581112
13/02/2020,SDG-Mean,0.411573054
14/02/2020,SDG-Mean,0.412313182
15/02/2020,SDG-Mean,0.409051394
16/02/2020,SDG-Mean,0.408277166
17/02/2020,SDG-Mean,0.407777398
18/02/2020,SDG-Mean,0.408200248
19/02/2020,SDG-Mean,0.410760143
20/02/2020,SDG-Mean,0.412248123
21/02/2020,SDG-Mean,0.411805553
22/02/2020,SDG-Mean,0.411405402
23/02/2020,SDG-Mean,0.411950966
24/02/2020,SDG-Mean,0.410044272
25/02/2020,SDG-Mean,0.408669787
26/02/2020,SDG-Mean,0.405754292
27/02/2020,SDG-Mean,0.403675444
28/02/2020,SDG-Mean,0.396980979
29/02/2020,SDG-Mean,0.393237412
01/03/2020,SDG-Mean,0.391576725
02/03/2020,SDG-Mean,0.391867097
03/03/2020,SDG-Mean,0.391722786
04/03/2020,SDG-Mean,0.391722245
05/03/2020,SDG-Mean,0.390782827
06/03/2020,SDG-Mean,0.38494502
07/03/2020,SDG-Mean,0.382311648
08/03/2020,SDG-Mean,0.38098995
09/03/2020,SDG-Mean,0.373059752
10/03/2020,SDG-Mean,0.368393437
11/03/2020,SDG-Mean,0.365826261
12/03/2020,SDG-Mean,0.360932108
13/03/2020,SDG-Mean,0.357351516
14/03/2020,SDG-Mean,0.355275946
15/03/2020,SDG-Mean,0.352666177
16/03/2020,SDG-Mean,0.347508745
17/03/2020,SDG-Mean,0.343544197
18/03/2020,SDG-Mean,0.339187674
19/03/2020,SDG-Mean,0.334407053
20/03/2020,SDG-Mean,0.328131241
21/03/2020,SDG-Mean,0.326104407
22/03/2020,SDG-Mean,0.324147202
23/03/2020,SDG-Mean,0.321779924
24/03/2020,SDG-Mean,0.320328405
25/03/2020,SDG-Mean,0.319365557
26/03/2020,SDG-Mean,0.315842172
27/03/2020,SDG-Mean,0.313786974
28/03/2020,SDG-Mean,0.311797358
29/03/2020,SDG-Mean,0.309936076
30/03/2020,SDG-Mean,0.307360827
31/03/2020,SDG-Mean,0.307749675
01/04/2020,SDG-Mean,0.30772649
02/04/2020,SDG-Mean,0.304186327
03/04/2020,SDG-Mean,0.299437117
04/04/2020,SDG-Mean,0.296953466
05/04/2020,SDG-Mean,0.29427059
06/04/2020,SDG-Mean,0.295037623
07/04/2020,SDG-Mean,0.296327846
08/04/2020,SDG-Mean,0.295350214
09/04/2020,SDG-Mean,0.295843842
10/04/2020,SDG-Mean,0.294521687
11/04/2020,SDG-Mean,0.293165771
12/04/2020,SDG-Mean,0.29184847
13/04/2020,SDG-Mean,0.288829064
14/04/2020,SDG-Mean,0.289278095
15/04/2020,SDG-Mean,0.289044188
16/04/2020,SDG-Mean,0.285695424
17/04/2020,SDG-Mean,0.283829741
18/04/2020,SDG-Mean,0.282931957
19/04/2020,SDG-Mean,0.281815401
20/04/2020,SDG-Mean,0.282307639
21/04/2020,SDG-Mean,0.281252522
22/04/2020,SDG-Mean,0.283416492
23/04/2020,SDG-Mean,0.285734618
24/04/2020,SDG-Mean,0.285510065
25/04/2020,SDG-Mean,0.284522975
26/04/2020,SDG-Mean,0.282995525
27/04/2020,SDG-Mean,0.283023895
28/04/2020,SDG-Mean,0.283817939
29/04/2020,SDG-Mean,0.284762834
30/04/2020,SDG-Mean,0.284901929
01/05/2020,SDG-Mean,0.285541197
02/05/2020,SDG-Mean,0.284772888
03/05/2020,SDG-Mean,0.283243405
04/05/2020,SDG-Mean,0.283335685
05/05/2020,SDG-Mean,0.284134177
06/05/2020,SDG-Mean,0.285336095
07/05/2020,SDG-Mean,0.285391685
08/05/2020,SDG-Mean,0.283810107
09/05/2020,SDG-Mean,0.284056133
10/05/2020,SDG-Mean,0.284228154
11/05/2020,SDG-Mean,0.285009743
12/05/2020,SDG-Mean,0.285684572
13/05/2020,SDG-Mean,0.284622556
14/05/2020,SDG-Mean,0.283245958
15/05/2020,SDG-Mean,0.279834575
16/05/2020,SDG-Mean,0.278165048
17/05/2020,SDG-Mean,0.277660296
18/05/2020,SDG-Mean,0.279518649
19/05/2020,SDG-Mean,0.286333479
20/05/2020,SDG-Mean,0.28809368
21/05/2020,SDG-Mean,0.288479745
22/05/2020,SDG-Mean,0.287446703
23/05/2020,SDG-Mean,0.285284683
24/05/2020,SDG-Mean,0.284034244
25/05/2020,SDG-Mean,0.283249874
26/05/2020,SDG-Mean,0.286251977
27/05/2020,SDG-Mean,0.289387948
28/05/2020,SDG-Mean,0.290275911
29/05/2020,SDG-Mean,0.287375447
30/05/2020,SDG-Mean,0.284579028
31/05/2020,SDG-Mean,0.280458857
01/06/2020,SDG-Mean,0.280448959
02/06/2020,SDG-Mean,0.278336891
03/06/2020,SDG-Mean,0.280461126
04/06/2020,SDG-Mean,0.284306416
05/06/2020,SDG-Mean,0.288201226
06/06/2020,SDG-Mean,0.287919731
07/06/2020,SDG-Mean,0.287640838
08/06/2020,SDG-Mean,0.289020496
09/06/2020,SDG-Mean,0.290515533
10/06/2020,SDG-Mean,0.294220395
11/06/2020,SDG-Mean,0.295149426
12/06/2020,SDG-Mean,0.295598846
13/06/2020,SDG-Mean,0.293789291
14/06/2020,SDG-Mean,0.291193859
15/06/2020,SDG-Mean,0.292267188
16/06/2020,SDG-Mean,0.295130568
17/06/2020,SDG-Mean,0.296797349
18/06/2020,SDG-Mean,0.297679145
19/06/2020,SDG-Mean,0.298248208
20/06/2020,SDG-Mean,0.296115133
21/06/2020,SDG-Mean,0.293967005
22/06/2020,SDG-Mean,0.294823
23/06/2020,SDG-Mean,0.297405462
24/06/2020,SDG-Mean,0.298435243
25/06/2020,SDG-Mean,0.298783987
26/06/2020,SDG-Mean,0.296068916
27/06/2020,SDG-Mean,0.293132978
28/06/2020,SDG-Mean,0.291184365
29/06/2020,SDG-Mean,0.29082333
30/06/2020,SDG-Mean,0.293125606
01/07/2019,Sentiment-Mean,0.490856938
02/07/2019,Sentiment-Mean,0.490305768
03/07/2019,Sentiment-Mean,0.487184325
04/07/2019,Sentiment-Mean,0.487259845
05/07/2019,Sentiment-Mean,0.486816454
06/07/2019,Sentiment-Mean,0.485178701
07/07/2019,Sentiment-Mean,0.48522251
08/07/2019,Sentiment-Mean,0.480836092
09/07/2019,Sentiment-Mean,0.481827635
10/07/2019,Sentiment-Mean,0.480609559
11/07/2019,Sentiment-Mean,0.483463679
12/07/2019,Sentiment-Mean,0.482515799
13/07/2019,Sentiment-Mean,0.477298979
14/07/2019,Sentiment-Mean,0.474123153
15/07/2019,Sentiment-Mean,0.476226129
16/07/2019,Sentiment-Mean,0.481358432
17/07/2019,Sentiment-Mean,0.484764786
18/07/2019,Sentiment-Mean,0.486480517
19/07/2019,Sentiment-Mean,0.486172674
20/07/2019,Sentiment-Mean,0.48090038
21/07/2019,Sentiment-Mean,0.478789726
22/07/2019,Sentiment-Mean,0.480108451
23/07/2019,Sentiment-Mean,0.485277051
24/07/2019,Sentiment-Mean,0.488696544
25/07/2019,Sentiment-Mean,0.490849914
26/07/2019,Sentiment-Mean,0.491664947
27/07/2019,Sentiment-Mean,0.489947606
28/07/2019,Sentiment-Mean,0.489440321
29/07/2019,Sentiment-Mean,0.4875078
30/07/2019,Sentiment-Mean,0.485613277
31/07/2019,Sentiment-Mean,0.479100495
01/08/2019,Sentiment-Mean,0.477410828
02/08/2019,Sentiment-Mean,0.472730596
03/08/2019,Sentiment-Mean,0.468111671
04/08/2019,Sentiment-Mean,0.464659717
05/08/2019,Sentiment-Mean,0.460030982
06/08/2019,Sentiment-Mean,0.458332325
07/08/2019,Sentiment-Mean,0.460202878
08/08/2019,Sentiment-Mean,0.462137365
09/08/2019,Sentiment-Mean,0.460940096
10/08/2019,Sentiment-Mean,0.458611264
11/08/2019,Sentiment-Mean,0.458699929
12/08/2019,Sentiment-Mean,0.457718649
13/08/2019,Sentiment-Mean,0.452988725
14/08/2019,Sentiment-Mean,0.448446186
15/08/2019,Sentiment-Mean,0.446119366
16/08/2019,Sentiment-Mean,0.441596637
17/08/2019,Sentiment-Mean,0.439278464
18/08/2019,Sentiment-Mean,0.435142403
19/08/2019,Sentiment-Mean,0.437715443
20/08/2019,Sentiment-Mean,0.439142391
21/08/2019,Sentiment-Mean,0.441368758
22/08/2019,Sentiment-Mean,0.444732537
23/08/2019,Sentiment-Mean,0.441186766
24/08/2019,Sentiment-Mean,0.435492961
25/08/2019,Sentiment-Mean,0.43378323
26/08/2019,Sentiment-Mean,0.436045829
27/08/2019,Sentiment-Mean,0.438766125
28/08/2019,Sentiment-Mean,0.441529848
29/08/2019,Sentiment-Mean,0.446423651
30/08/2019,Sentiment-Mean,0.446792214
31/08/2019,Sentiment-Mean,0.44093119
01/09/2019,Sentiment-Mean,0.436528827
02/09/2019,Sentiment-Mean,0.432194517
03/09/2019,Sentiment-Mean,0.43324259
04/09/2019,Sentiment-Mean,0.432046711
05/09/2019,Sentiment-Mean,0.435476631
06/09/2019,Sentiment-Mean,0.438296765
07/09/2019,Sentiment-Mean,0.439609677
08/09/2019,Sentiment-Mean,0.441698271
09/09/2019,Sentiment-Mean,0.446399976
10/09/2019,Sentiment-Mean,0.451980982
11/09/2019,Sentiment-Mean,0.454310661
12/09/2019,Sentiment-Mean,0.460099276
13/09/2019,Sentiment-Mean,0.457795099
14/09/2019,Sentiment-Mean,0.452691562
15/09/2019,Sentiment-Mean,0.451137408
16/09/2019,Sentiment-Mean,0.451332419
17/09/2019,Sentiment-Mean,0.451425623
18/09/2019,Sentiment-Mean,0.452994033
19/09/2019,Sentiment-Mean,0.453245118
20/09/2019,Sentiment-Mean,0.451091631
21/09/2019,Sentiment-Mean,0.445340936
22/09/2019,Sentiment-Mean,0.443423441
23/09/2019,Sentiment-Mean,0.442300102
24/09/2019,Sentiment-Mean,0.442255171
25/09/2019,Sentiment-Mean,0.444553094
26/09/2019,Sentiment-Mean,0.450079524
27/09/2019,Sentiment-Mean,0.451417149
28/09/2019,Sentiment-Mean,0.448129658
29/09/2019,Sentiment-Mean,0.446329873
30/09/2019,Sentiment-Mean,0.448075906
01/10/2019,Sentiment-Mean,0.453547448
02/10/2019,Sentiment-Mean,0.451648132
03/10/2019,Sentiment-Mean,0.453658791
04/10/2019,Sentiment-Mean,0.455766576
05/10/2019,Sentiment-Mean,0.45360683
06/10/2019,Sentiment-Mean,0.449133281
07/10/2019,Sentiment-Mean,0.45055546
08/10/2019,Sentiment-Mean,0.451507778
09/10/2019,Sentiment-Mean,0.456785634
10/10/2019,Sentiment-Mean,0.459725682
11/10/2019,Sentiment-Mean,0.4623844
12/10/2019,Sentiment-Mean,0.463689227
13/10/2019,Sentiment-Mean,0.46368108
14/10/2019,Sentiment-Mean,0.465044891
15/10/2019,Sentiment-Mean,0.471899602
16/10/2019,Sentiment-Mean,0.481022062
17/10/2019,Sentiment-Mean,0.484901194
18/10/2019,Sentiment-Mean,0.485580513
19/10/2019,Sentiment-Mean,0.479635449
20/10/2019,Sentiment-Mean,0.47724839
21/10/2019,Sentiment-Mean,0.480273283
22/10/2019,Sentiment-Mean,0.487299422
23/10/2019,Sentiment-Mean,0.492325009
24/10/2019,Sentiment-Mean,0.499686622
25/10/2019,Sentiment-Mean,0.504082583
26/10/2019,Sentiment-Mean,0.50069846
27/10/2019,Sentiment-Mean,0.498845643
28/10/2019,Sentiment-Mean,0.506250589
29/10/2019,Sentiment-Mean,0.508490404
30/10/2019,Sentiment-Mean,0.508323927
31/10/2019,Sentiment-Mean,0.508354715
01/11/2019,Sentiment-Mean,0.506582909
02/11/2019,Sentiment-Mean,0.501884326
03/11/2019,Sentiment-Mean,0.4996121
04/11/2019,Sentiment-Mean,0.505430148
05/11/2019,Sentiment-Mean,0.510394702
06/11/2019,Sentiment-Mean,0.511374429
07/11/2019,Sentiment-Mean,0.510450298
08/11/2019,Sentiment-Mean,0.507819383
09/11/2019,Sentiment-Mean,0.500593939
10/11/2019,Sentiment-Mean,0.493900587
11/11/2019,Sentiment-Mean,0.49281656
12/11/2019,Sentiment-Mean,0.491250843
13/11/2019,Sentiment-Mean,0.489971838
14/11/2019,Sentiment-Mean,0.48889977
15/11/2019,Sentiment-Mean,0.488678335
16/11/2019,Sentiment-Mean,0.484988829
17/11/2019,Sentiment-Mean,0.479977269
18/11/2019,Sentiment-Mean,0.480454513
19/11/2019,Sentiment-Mean,0.484010139
20/11/2019,Sentiment-Mean,0.484732022
21/11/2019,Sentiment-Mean,0.488966225
22/11/2019,Sentiment-Mean,0.486043868
23/11/2019,Sentiment-Mean,0.47867428
24/11/2019,Sentiment-Mean,0.477677936
25/11/2019,Sentiment-Mean,0.47893391
26/11/2019,Sentiment-Mean,0.482322657
27/11/2019,Sentiment-Mean,0.483713948
28/11/2019,Sentiment-Mean,0.483185094
29/11/2019,Sentiment-Mean,0.480972029
30/11/2019,Sentiment-Mean,0.479078213
01/12/2019,Sentiment-Mean,0.477982764
02/12/2019,Sentiment-Mean,0.478885156
03/12/2019,Sentiment-Mean,0.486192579
04/12/2019,Sentiment-Mean,0.490637802
05/12/2019,Sentiment-Mean,0.493919412
06/12/2019,Sentiment-Mean,0.49464594
07/12/2019,Sentiment-Mean,0.487760794
08/12/2019,Sentiment-Mean,0.481121923
09/12/2019,Sentiment-Mean,0.481816998
10/12/2019,Sentiment-Mean,0.482111301
11/12/2019,Sentiment-Mean,0.490788113
12/12/2019,Sentiment-Mean,0.495777155
13/12/2019,Sentiment-Mean,0.502011967
14/12/2019,Sentiment-Mean,0.500162546
15/12/2019,Sentiment-Mean,0.49606996
16/12/2019,Sentiment-Mean,0.498301304
17/12/2019,Sentiment-Mean,0.498618057
18/12/2019,Sentiment-Mean,0.498101604
19/12/2019,Sentiment-Mean,0.496251949
20/12/2019,Sentiment-Mean,0.500299104
21/12/2019,Sentiment-Mean,0.493296766
22/12/2019,Sentiment-Mean,0.488775069
23/12/2019,Sentiment-Mean,0.487537723
24/12/2019,Sentiment-Mean,0.488735247
25/12/2019,Sentiment-Mean,0.487961796
26/12/2019,Sentiment-Mean,0.490448439
27/12/2019,Sentiment-Mean,0.485501154
28/12/2019,Sentiment-Mean,0.479258249
29/12/2019,Sentiment-Mean,0.472527921
30/12/2019,Sentiment-Mean,0.467819841
31/12/2019,Sentiment-Mean,0.461322191
01/01/2020,Sentiment-Mean,0.472637795
02/01/2020,Sentiment-Mean,0.475577882
03/01/2020,Sentiment-Mean,0.474329317
04/01/2020,Sentiment-Mean,0.467305125
05/01/2020,Sentiment-Mean,0.463753898
06/01/2020,Sentiment-Mean,0.465000395
07/01/2020,Sentiment-Mean,0.47026115
08/01/2020,Sentiment-Mean,0.47583509
09/01/2020,Sentiment-Mean,0.484474905
10/01/2020,Sentiment-Mean,0.48479197
11/01/2020,Sentiment-Mean,0.481122754
12/01/2020,Sentiment-Mean,0.476818597
13/01/2020,Sentiment-Mean,0.480202933
14/01/2020,Sentiment-Mean,0.48450476
15/01/2020,Sentiment-Mean,0.488099777
16/01/2020,Sentiment-Mean,0.49215569
17/01/2020,Sentiment-Mean,0.491455637
18/01/2020,Sentiment-Mean,0.484084055
19/01/2020,Sentiment-Mean,0.483419451
20/01/2020,Sentiment-Mean,0.483971885
21/01/2020,Sentiment-Mean,0.481507385
22/01/2020,Sentiment-Mean,0.477086925
23/01/2020,Sentiment-Mean,0.476664867
24/01/2020,Sentiment-Mean,0.469123813
25/01/2020,Sentiment-Mean,0.460231181
26/01/2020,Sentiment-Mean,0.454341091
27/01/2020,Sentiment-Mean,0.450524093
28/01/2020,Sentiment-Mean,0.452656491
29/01/2020,Sentiment-Mean,0.454333465
30/01/2020,Sentiment-Mean,0.453167561
31/01/2020,Sentiment-Mean,0.449666741
01/02/2020,Sentiment-Mean,0.44397137
02/02/2020,Sentiment-Mean,0.440493445
03/02/2020,Sentiment-Mean,0.443445875
04/02/2020,Sentiment-Mean,0.448207001
05/02/2020,Sentiment-Mean,0.449803711
06/02/2020,Sentiment-Mean,0.451627577
07/02/2020,Sentiment-Mean,0.445808142
08/02/2020,Sentiment-Mean,0.438917752
09/02/2020,Sentiment-Mean,0.433785293
10/02/2020,Sentiment-Mean,0.435559566
11/02/2020,Sentiment-Mean,0.440582082
12/02/2020,Sentiment-Mean,0.441328585
13/02/2020,Sentiment-Mean,0.440514633
14/02/2020,Sentiment-Mean,0.440767658
15/02/2020,Sentiment-Mean,0.433477667
16/02/2020,Sentiment-Mean,0.43070161
17/02/2020,Sentiment-Mean,0.432982368
18/02/2020,Sentiment-Mean,0.437591737
19/02/2020,Sentiment-Mean,0.443866093
20/02/2020,Sentiment-Mean,0.44617538
21/02/2020,Sentiment-Mean,0.444534571
22/02/2020,Sentiment-Mean,0.439525973
23/02/2020,Sentiment-Mean,0.436783183
24/02/2020,Sentiment-Mean,0.434720762
25/02/2020,Sentiment-Mean,0.432684093
26/02/2020,Sentiment-Mean,0.432473956
27/02/2020,Sentiment-Mean,0.429075765
28/02/2020,Sentiment-Mean,0.420458469
29/02/2020,Sentiment-Mean,0.412716665
01/03/2020,Sentiment-Mean,0.408032335
02/03/2020,Sentiment-Mean,0.410381443
03/03/2020,Sentiment-Mean,0.414592744
04/03/2020,Sentiment-Mean,0.415100669
05/03/2020,Sentiment-Mean,0.415573272
06/03/2020,Sentiment-Mean,0.408381757
07/03/2020,Sentiment-Mean,0.402460352
08/03/2020,Sentiment-Mean,0.397934933
09/03/2020,Sentiment-Mean,0.390607448
10/03/2020,Sentiment-Mean,0.384958766
11/03/2020,Sentiment-Mean,0.384412249
12/03/2020,Sentiment-Mean,0.378460073
13/03/2020,Sentiment-Mean,0.371439183
14/03/2020,Sentiment-Mean,0.363066961
15/03/2020,Sentiment-Mean,0.355644972
16/03/2020,Sentiment-Mean,0.347369381
17/03/2020,Sentiment-Mean,0.343257688
18/03/2020,Sentiment-Mean,0.336261827
19/03/2020,Sentiment-Mean,0.330368849
20/03/2020,Sentiment-Mean,0.322489401
21/03/2020,Sentiment-Mean,0.318095148
22/03/2020,Sentiment-Mean,0.313929996
23/03/2020,Sentiment-Mean,0.309703731
24/03/2020,Sentiment-Mean,0.307712783
25/03/2020,Sentiment-Mean,0.307020947
26/03/2020,Sentiment-Mean,0.305273086
27/03/2020,Sentiment-Mean,0.30557708
28/03/2020,Sentiment-Mean,0.302435188
29/03/2020,Sentiment-Mean,0.299842871
30/03/2020,Sentiment-Mean,0.298000825
31/03/2020,Sentiment-Mean,0.300949572
01/04/2020,Sentiment-Mean,0.30157758
02/04/2020,Sentiment-Mean,0.301012856
03/04/2020,Sentiment-Mean,0.29605695
04/04/2020,Sentiment-Mean,0.292485211
05/04/2020,Sentiment-Mean,0.287220474
06/04/2020,Sentiment-Mean,0.289895168
07/04/2020,Sentiment-Mean,0.292891509
08/04/2020,Sentiment-Mean,0.292837138
09/04/2020,Sentiment-Mean,0.293711576
10/04/2020,Sentiment-Mean,0.29144749
11/04/2020,Sentiment-Mean,0.288248417
12/04/2020,Sentiment-Mean,0.284947699
13/04/2020,Sentiment-Mean,0.282716176
14/04/2020,Sentiment-Mean,0.28334013
15/04/2020,Sentiment-Mean,0.28780018
16/04/2020,Sentiment-Mean,0.287475274
17/04/2020,Sentiment-Mean,0.28789581
18/04/2020,Sentiment-Mean,0.286102148
19/04/2020,Sentiment-Mean,0.282112155
20/04/2020,Sentiment-Mean,0.282076183
21/04/2020,Sentiment-Mean,0.283513987
22/04/2020,Sentiment-Mean,0.292746378
23/04/2020,Sentiment-Mean,0.30023783
24/04/2020,Sentiment-Mean,0.300395722
25/04/2020,Sentiment-Mean,0.297731937
26/04/2020,Sentiment-Mean,0.294451816
27/04/2020,Sentiment-Mean,0.299328076
28/04/2020,Sentiment-Mean,0.302479121
29/04/2020,Sentiment-Mean,0.306074262
30/04/2020,Sentiment-Mean,0.308896413
01/05/2020,Sentiment-Mean,0.308985192
02/05/2020,Sentiment-Mean,0.305582805
03/05/2020,Sentiment-Mean,0.301658535
04/05/2020,Sentiment-Mean,0.302128865
05/05/2020,Sentiment-Mean,0.304079227
06/05/2020,Sentiment-Mean,0.305191538
07/05/2020,Sentiment-Mean,0.306877395
08/05/2020,Sentiment-Mean,0.304851824
09/05/2020,Sentiment-Mean,0.3014583
10/05/2020,Sentiment-Mean,0.299231591
11/05/2020,Sentiment-Mean,0.299048708
12/05/2020,Sentiment-Mean,0.301503917
13/05/2020,Sentiment-Mean,0.301759071
14/05/2020,Sentiment-Mean,0.304978665
15/05/2020,Sentiment-Mean,0.303957157
16/05/2020,Sentiment-Mean,0.301249941
17/05/2020,Sentiment-Mean,0.298295315
18/05/2020,Sentiment-Mean,0.300069471
19/05/2020,Sentiment-Mean,0.309876649
20/05/2020,Sentiment-Mean,0.312857467
21/05/2020,Sentiment-Mean,0.316753208
22/05/2020,Sentiment-Mean,0.31478719
23/05/2020,Sentiment-Mean,0.309772896
24/05/2020,Sentiment-Mean,0.305127514
25/05/2020,Sentiment-Mean,0.303004259
26/05/2020,Sentiment-Mean,0.309781891
27/05/2020,Sentiment-Mean,0.316670634
28/05/2020,Sentiment-Mean,0.321644571
29/05/2020,Sentiment-Mean,0.317728973
30/05/2020,Sentiment-Mean,0.313301758
31/05/2020,Sentiment-Mean,0.303549353
01/06/2020,Sentiment-Mean,0.305935828
02/06/2020,Sentiment-Mean,0.306314084
03/06/2020,Sentiment-Mean,0.310512133
04/06/2020,Sentiment-Mean,0.317409713
05/06/2020,Sentiment-Mean,0.323866413
06/06/2020,Sentiment-Mean,0.323515872
07/06/2020,Sentiment-Mean,0.32043912
08/06/2020,Sentiment-Mean,0.32586384
09/06/2020,Sentiment-Mean,0.329948541
10/06/2020,Sentiment-Mean,0.336978321
11/06/2020,Sentiment-Mean,0.33893067
12/06/2020,Sentiment-Mean,0.337801945
13/06/2020,Sentiment-Mean,0.332877533
14/06/2020,Sentiment-Mean,0.326278486
15/06/2020,Sentiment-Mean,0.327327133
16/06/2020,Sentiment-Mean,0.331716403
17/06/2020,Sentiment-Mean,0.335468197
18/06/2020,Sentiment-Mean,0.337734742
19/06/2020,Sentiment-Mean,0.338434685
20/06/2020,Sentiment-Mean,0.334098581
21/06/2020,Sentiment-Mean,0.328109451
22/06/2020,Sentiment-Mean,0.327698215
23/06/2020,Sentiment-Mean,0.331124327
24/06/2020,Sentiment-Mean,0.333139398
25/06/2020,Sentiment-Mean,0.336182788
26/06/2020,Sentiment-Mean,0.330877495
27/06/2020,Sentiment-Mean,0.325639715
28/06/2020,Sentiment-Mean,0.321906607
29/06/2020,Sentiment-Mean,0.321012841
30/06/2020,Sentiment-Mean,0.321519927
